Title,Released,Prod_Budget,Rated,Runtime,Genre,Director,Actors,Pirate_Count,Torrentz_Count,Zoogle_Ver_Count,Total_Torrents
G.I. Jane,1997-08-22,50000000.0,R,125,"Action, Drama, War",Ridley Scott,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe",25.0,64.0,21.0,110.0
Hannibal Rising,2007-02-09,50000000.0,R,121,"Crime, Drama, Thriller",Peter Webber,"Aaran Thomas, Gaspard Ulliel, Li Gong, Helena-Lia Tachovská",36.0,116.0,32.0,184.0
Murder by Numbers,2002-04-19,50000000.0,R,115,"Crime, Mystery, Thriller",Barbet Schroeder,"Sandra Bullock, Ben Chaplin, Ryan Gosling, Michael Pitt",8.0,22.0,15.0,45.0
Child 44,2015-04-17,50000000.0,R,137,"Crime, Drama, Thriller",Daniel Espinosa,"Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",34.0,129.0,51.0,214.0
The Judge,2014-10-10,50000000.0,R,141,"Crime, Drama",David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",26.0,230.0,50.0,306.0
Firewall,2006-02-10,50000000.0,PG-13,105,"Crime, Thriller",Richard Loncraine,"Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett",26.0,131.0,16.0,173.0
Domino,2005-10-14,50000000.0,R,127,"Action, Biography, Crime",Tony Scott,"Keira Knightley, Mickey Rourke, Edgar Ramírez, Delroy Lindo",20.0,120.0,25.0,165.0
Basic,2003-03-28,50000000.0,R,98,"Action, Crime, Drama",John McTiernan,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly",22.0,111.0,28.0,161.0
Mad City,1997-11-07,50000000.0,PG-13,115,"Crime, Drama, Thriller",Costa-Gavras,"John Travolta, Dustin Hoffman, Mia Kirshner, Alan Alda",4.0,10.0,10.0,24.0
Drive Angry,2011-02-25,50000000.0,R,104,"Action, Fantasy, Thriller",Patrick Lussier,"Nicolas Cage, Amber Heard, William Fichtner, Billy Burke",141.0,372.0,28.0,541.0
Failure to Launch,2006-03-10,50000000.0,PG-13,97,"Comedy, Romance",Tom Dey,"Matthew McConaughey, Sarah Jessica Parker, Zooey Deschanel, Justin Bartha",15.0,31.0,15.0,61.0
The Beach,2000-02-11,50000000.0,R,119,"Adventure, Drama, Thriller",Danny Boyle,"Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen",20.0,95.0,42.0,157.0
Into the Woods,2014-12-25,50000000.0,PG,125,"Adventure, Fantasy, Musical",Rob Marshall,"Anna Kendrick, Daniel Huttlestone, James Corden, Emily Blunt",27.0,177.0,60.0,264.0
Christmas with the Kranks,2004-11-24,50000000.0,PG,99,"Comedy, Family",Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh",11.0,29.0,11.0,51.0
Absolute Power,1997-02-14,50000000.0,R,121,"Action, Crime, Drama",Clint Eastwood,"Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney",12.0,50.0,19.0,81.0
Moneyball,2011-09-23,50000000.0,PG-13,133,"Biography, Drama, Sport",Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright",96.0,166.0,21.0,283.0
The Host,2013-03-29,50000000.0,PG-13,125,"Action, Adventure, Romance",Andrew Niccol,"Rachel Roberts, Shyaam Karra, Brent Wendell Williams, Jhil McEntyre",139.0,356.0,32.0,527.0
Fair Game,1995-11-03,50000000.0,R,91,"Action, Crime, Thriller",Andrew Sipes,"William Baldwin, Cindy Crawford, Steven Berkoff, Christopher McDonald",5.0,22.0,11.0,38.0
The Negotiator,1998-07-29,50000000.0,R,140,"Action, Crime, Drama",F. Gary Gray,"Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin",13.0,58.0,25.0,96.0
Chappie,2015-03-06,49000000.0,R,120,"Action, Crime, Drama",Neill Blomkamp,"Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser",74.0,130.0,138.0,342.0
The One,2001-11-02,49000000.0,PG-13,87,"Action, Sci-Fi, Thriller",James Wong,"Jet Li, Carla Gugino, Delroy Lindo, Jason Statham",36.0,183.0,282.0,501.0
Indiana Jones and the Last Crusade,1989-05-24,48000000.0,PG-13,127,"Action, Adventure, Fantasy",Steven Spielberg,"Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody",38.0,99.0,35.0,172.0
The Thomas Crown Affair,1999-08-06,48000000.0,R,113,"Crime, Romance, Thriller",John McTiernan,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",10.0,45.0,11.0,66.0
Bedazzled,2000-10-20,48000000.0,PG-13,93,"Comedy, Fantasy, Romance",Harold Ramis,"Brendan Fraser, Elizabeth Hurley, Frances O'Connor, Miriam Shor",19.0,66.0,18.0,103.0
Rat Race,2001-08-17,48000000.0,PG-13,112,"Adventure, Comedy",Jerry Zucker,"Breckin Meyer, Jenica Bergere, Cuba Gooding Jr., Carrie Diamond",18.0,41.0,18.0,77.0
Panic Room,2002-03-29,48000000.0,R,112,"Crime, Drama, Thriller",David Fincher,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",20.0,51.0,28.0,99.0
Three Kings,1999-10-01,48000000.0,R,114,"Action, Adventure, Comedy",David O. Russell,"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze",34.0,75.0,32.0,141.0
The Ring,2002-10-18,48000000.0,PG-13,115,"Horror, Mystery",Gore Verbinski,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",35.0,232.0,44.0,311.0
Out of Sight,1998-06-26,48000000.0,R,123,"Crime, Drama, Romance",Steven Soderbergh,"George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone",20.0,53.0,22.0,95.0
The Bone Collector,1999-11-05,48000000.0,R,118,"Crime, Drama, Mystery",Phillip Noyce,"Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker",27.0,75.0,31.0,133.0
Rambo,2008-01-25,47500000.0,R,92,"Action, Thriller, War",Sylvester Stallone,"Sylvester Stallone, Julie Benz, Matthew Marsden, Graham McTavish",79.0,511.0,35.0,625.0
Mary Reilly,1996-02-23,47000000.0,R,108,"Drama, Horror, Romance",Stephen Frears,"Julia Roberts, John Malkovich, George Cole, Michael Gambon",5.0,8.0,13.0,26.0
Dick Tracy,1990-06-15,47000000.0,PG,105,"Action, Comedy, Crime",Warren Beatty,"Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey",15.0,47.0,16.0,78.0
Jonah Hex,2010-06-18,47000000.0,PG-13,81,"Action, Drama, Fantasy",Jimmy Hayward,"Josh Brolin, John Malkovich, Megan Fox, Michael Fassbender",75.0,198.0,20.0,293.0
Solaris,2002-11-27,47000000.0,PG-13,99,"Drama, Mystery, Romance",Steven Soderbergh,"George Clooney, Natascha McElhone, Viola Davis, Jeremy Davies",16.0,50.0,18.0,84.0
Insomnia,2002-05-24,46000000.0,R,118,"Drama, Mystery, Thriller",Christopher Nolan,"Al Pacino, Martin Donovan, Oliver 'Ole' Zemen, Hilary Swank",24.0,86.0,32.0,142.0
